,name
2856,Virtus Silvant Large-cap Growth Stock Fund Class I
2857,Columbia Large Cap Growth Fund Class E
2858,Columbia Large Cap Growth Fund Institutional 2 Class
2859,Carillon Clarivest Capital Appreciation Fund Class C
2860,Benefit Meritage Growth Equity Fund Class H
2861,Dws Capital Growth Fund - Class C
2862,Pnc Multi-factor Large Cap Growth Fund Class A
2863,Ab Large Cap Growth Fund Class B
2864,Massmutual Select Fundamental Growth Fund Administrative Class
2865,Eaton Vance Tax-managed Growth 1.1 Fund Class C
2866,Blackrock Large Cap Focus Growth Fund Class R
2867,Meritage Growth Equity Fund Institutional Shares
2868,Lateef Focused Growth Fund Class I
2869,Highland Socially Responsible Equity Fund Class Y
2870,Aon Hewitt Large Cap Equity Class 1
2871,Seasons Series Trust Sa Multi-managed Large Cap Growth Portfolio Class 2
2872,American Century Disciplined Growth Fund Class A
2873,Massmutual Premier Disciplined Growth Fund Class I
2874,"Morgan Stanley Institutional Fund, Inc. Advantage Portfolio Class Is"
2875,Bny Mellon Large Cap Growth Fund Class I
2876,Massmutual Select Fundamental Growth Fund Class R5
2877,"Bny Mellon Research Growth Fund, Inc. Class C"
2878,Victory Munder Multi-cap Fund Class Y
2879,Ab Concentrated Growth Fund Class A
2880,Principal Largecap Growth Fund Institutional Class
2881,Profund Vp Large-cap Growth
2882,Jensen Quality Growth Fundclass R
2883,Massmutual Premier Disciplined Growth Fund Class A
2884,Dws Large Cap Focus Growth Fund - Class A
2885,Davis Opportunity Fund Class C
2886,Westfield Capital Large Cap Growth Fund Institutional Class Shares
2887,Natixis Asg Tactical U.s. Market Fund Class A
2888,Goldman Sachs Large Cap Growth Insights Fund Class R
2889,Shelton Capital Management Nasdaq-100 Index Fund Class K
2890,Saratoga Large Capitalization Growth Portfolio Fund Class Institutional
2891,Virtus Kar Capital Growth Fund Class I
2892,Goldman Sachs Concentrated Growth Fund Institutional Class
2893,Calamos Growth Fund Class C
2894,Touchstone Growth Opportunities Fund Institutional Class
2895,Pioneer Fundamental Growth Fund Class R
2896,Harbor Strategic Growth Fund Institutional Class
2897,Aqr Tm Large Cap Momentum Style Fund Class R6
2898,Blackrock Large Cap Focus Growth V.i. Fund Class I
2899,American Funds The New Economy Fund Class 529-c
2900,Blackrock Large Cap Focus Growth Fund Investor C Shares
2901,Valic Company Ii Capital Appreciation Fund
2902,Profunds Nasdaq-100 Fund Investor Class
2903,Jpmorgan Intrepid Growth Fund Class A
2904,American Century Nt Disciplined Growth Fund Investor Class
2905,Massmutual Premier Disciplined Growth Fund Class R5
2906,On Blackrock Advantage Large Cap Core Portfolio
2907,Calvert Equity Fund Class C
2908,Fidelity Advisor Equity Growth Fund Class C
2909,Mml Fundamental Growth Fund Class Ii
2910,Invesco Oppenheimer Capital Appreciation Fund Class Y
2911,American Century Growth Fund A Class
2912,Eq/large Cap Growth Index Portfolio Class Ia
2913,Profund Vp Nasdaq-100
2914,Principal Largecap Growth Fund I R-3 Class
2915,"Morgan Stanley Institutional Fund, Inc. Growth Portfolio Class L"
2916,Federated Ohio Municipal Income Fund Class F Shares
2917,Touchstone Sands Capital Select Growth Fund Class A
2918,Wells Fargo Endeavor Select Fund - Class Inst
2919,On Blackrock Advantage Large Cap Growth Portfolio
2920,Loomis Sayles Growth Fund Class C
2921,Buffalo Growth Fund
2922,Invesco Oppenheimer Capital Appreciation Fund Class R
2923,Mainstay Large Cap Growth Fund Investor Class
2924,Massmutual Select Blue Chip Growth Fund Service Class
2925,Jpmorgan Growth Advantage Fund Class R5
2926,Delaware U.s. Growth Fund Class A
2927,Sit Large Cap Growth Fund
2928,American Beacon Bridgeway Large Cap Growth Fund Institutional Class
2929,Janus Henderson Forty Fund Class R
2930,Mfs Massachusetts Investors Growth Stock Fund Class R2
2931,Thrivent All Cap Portfolio
2932,Fidelity Advisor Stock Selector All Cap Fund Class M
2933,Aberdeen U.s. Multi-cap Equity Fund Institutional Service Class
2934,Nuveen Large Cap Growth Fund Class A
2935,Ab Large Cap Growth Fund Class K
2936,Profund Vp Ultranasdaq-100
2937,Brighthouse/wellington Large Cap Research Portfolio Class B
2938,Mainstay Mackay Growth Fund Investor Class
2939,Guggenheim Directional Allocation Fund Class A
2940,Catalyst Dynamic Alpha Fund Class A
2941,Jackson Square Large-cap Growth Fund Is Class
2942,Alger Focus Equity Fund Class I
2943,Ivy Large Cap Growth Fund Class C
2944,American Century Growth Fund R Class
2945,Columbia Select Large Cap Growth Fund Class C
2946,Massmutual Select Growth Opportunities Fund Service Class
2947,"Morgan Stanley Institutional Fund, Inc. Advantage Portfolio Class A"
2948,Brighthouse/wellington Large Cap Research Portfolio Class E
2949,Wells Fargo Large Cap Growth Fund - Class Inst
2950,Rydex Variable Nasdaq-100
2951,Rmb Fund Class A
2952,John Hancock U.s. Global Leaders Growth Fund Class C
2953,Highland Socially Responsible Equity Fund Class A
2954,Wells Fargo Large Cap Growth Fund - Class Admin
2955,Pgim Jennison 20/20 Focus Fund- Class C
2956,Manning & Napier Equity Series Class S
2957,Jpmorgan Equity Focus Fund Class I
2958,Quantified Stf Fund Investor Class
2959,Eaton Vance Growth Fund Class I
2960,Amg Renaissance Large Cap Growth Fund Class N
2961,Voya Large Cap Growth Portfolio Class S2
2962,Goldman Sachs Capital Growth Fund Institutional Class
2963,Putnam Growth Opportunities Fund Class B
2964,William Blair Large Cap Growth Fund Class N
2965,Mainstay Large Cap Growth Fund Class R3
2966,Franklin Select U.s. Equity Fund Class A
2967,Monetta Core Growth Fund
2968,Eq/loomis Sayles Growth Portfolio Class Ia
2969,Wells Fargo Omega Growth Fund - Class Inst
2970,John Hancock Variable Insurance Trust American Growth Trust Series Iii
2971,Mfs Massachusetts Investors Growth Stock Fund Class C
2972,Blackrock Large Cap Focus Growth V.i. Fund Class Iii
2973,Pnc Multi-factor Large Cap Growth Fund Class I
2974,Rydex Nasdaq-100 Fund Class C
2975,First Investors Life Series Select Growth Fund
2976,Christian Bros Cuit Growth Fund- Class A
2977,Sterling Capital Special Opportunities Fund Class C
2978,American Century Select Fund I Class
2979,Columbia Disciplined Growth Fund Institutional Class
2980,American Funds Amcap Fund Class R-1
2981,Praxis Growth Index Fund Class A
2982,Principal Largecap Growth Fund I R-4 Class
2983,Riverpark/wedgewood Fund Class Institutional
2984,Fidelity Advisor Stock Selector All Cap Fund Class K
2985,Eaton Vance Atlanta Capital Select Equity Fund Class A
2986,Optimum Large Cap Growth Fund Class C
2987,Natixis Funds Trust I U.s. Equity Opportunities Fund Class C
2988,Sunamerica Series Trust Sa Ab Growth Portfolio Class 2
2989,Ab Large Cap Growth Fund Class R
2990,Federated Kaufmann Large Cap Fund Class R Shares
2991,Columbia Large Cap Growth Fund Class C
2992,Iman Fund Class K
2993,Columbia Large Cap Growth Fund Class R
2994,Columbia Large Cap Growth Fund Advisor Class
2995,Amg Yacktman Focused Fund Class N
2996,Invesco Oppenheimer Equity Income Fund Class A
2997,Mfs Value Fund Class R3
2998,Principal Largecap Value Fund Iii Institutional Class
2999,Tiaa-cref Large-cap Value Fund Institutional Class
3000,Vanguard High Dividend Yield Index Fund Admiral
3001,Franklin Equity Income Fund Class A
3002,Vanguard Russell 1000 Value Index Fund Institutional Shares
3003,Delaware Value Fund Class A
3004,Ast Mfs Large-cap Value Portfolio
3005,Brighthouse Funds Trust I T.rowe Price Large Cap Value Portfolio Class A
3006,Dfa Tax-managed U.s. Marketwide Value Portfolio Ii
3007,Invesco Diversified Dividend Fund Investor Class
3008,Longleaf Partners Fund
3009,American Century Value Fund Investor Class
3010,Usaa Income Stock Fund
3011,American Century Income And Growth Fund Investor Class
3012,Columbia Large Cap Value Fund Class A
3013,Vanguard Variable Insurance Funds Equity Income Portfolio
3014,Amg Yacktman Focused Fund Class I
3015,Invesco Comstock Fund Class Y
3016,Aig Focused Dividend Strategy Fund Class A
3017,Boston Partners All Cap Value Fund Institutional Class
3018,Columbia Dividend Income Fund Class A
3019,Fidelity Value Discovery Fund
3020,Jpmorgan Value Advantage Fund Class R6
3021,Dfa U.s. Large Cap Value Iii Portfolio
3022,The Hartford Dividend And Growth Fund Class A
3023,Columbia Dividend Income Fund Institutional 3 Class
3024,Diamond Hill Large Cap Fund Class I
3025,T. Rowe Price Institutional Large Cap Value Fund
3026,Invesco Growth And Income Fund Class A
3027,Jnl/s&p Dividend Income & Growth Fund Class A
3028,Jpmorgan Equity Income Fund Class A
3029,Jnl/american Funds Blue Chip Income And Growth Fund Class A
3030,American Beacon Large Cap Value Fund Institutional Class
3031,American Funds Insurance Series Blue Chip Income And Growth Fund Class 2
3032,Mfs Value Fund Class R4
3033,Hartford Dividend And Growth Hls Fund Class Ia
3034,Invesco Comstock Fund Class R6
3035,Putnam Equity Income Fund Class Y
3036,Lsv Value Equity Fund
3037,Aig Focused Dividend Strategy Fund Class C
3038,Invesco Diversified Dividend Fund Class Y
3039,Jpmorgan Value Advantage Fund Class L
3040,Brighthouse Funds Trust Ii Mfs Value Portfolio Class A
3041,Jpmorgan Value Advantage Fund Class I
3042,Fidelity Large Cap Value Enhanced Index Fund
3043,American Century Nt Large Company Value Fund G Class
3044,Jnl/s&p Dividend Income & Growth Fund Class I
3045,Columbia Dividend Income Fund Advisor Class
3046,Mfs Large Cap Value Cit Cl 5
3047,American Funds American Mutual Fund Class C
3048,Jpmorgan Value Advantage Fund Class A
3049,Neuberger Berman Large Cap Value Fund Investor Class
3050,Principal Equity Income Fund Class A
3051,Diamond Hill Large Cap Fund Class A
3052,Sei Institutional Managed Trust Large Cap Value Fund Class F
3053,Neuberger Berman Equity Income Fund Institutional Class
3054,Columbia Dividend Income Fund Institutional 2 Class
3055,American Beacon Large Cap Value Fund Investor Class
3056,John Hancock Funds Disciplined Value Fund Class Nav
3057,Fairholme Fund
3058,Blackrock Basic Value Fund Investor A Shares
3059,State Street Russell Large Cap Value Index Securities Lending Series Fund Class I
3060,Lvip Ssga Large Cap 100 Fund Class Standard
3061,Janus Henderson Vit U.s. Low Volatility Portfolio Service Shares
3062,Usaa Income Stock Fund Institutional Shares
3063,John Hancock Funds Disciplined Value Fund Class A
3064,The Hartford Dividend And Growth Fund Class I
3065,Sei Institutional Managed Trust Tax-managed Volatility Fund Class F
3066,Federated Strategic Value Dividend Fund Class C Shares
3067,Invesco Growth And Income Fund Class R6
3068,Mfs Variable Insurance Trust Value Series Service Class
3069,Pioneer Equity Income Fund Class Y
3070,Optimum Large Cap Value Fund Institutional Class
3071,Transamerica Large Cap Value Fund Class I2
3072,The Hartford Equity Income Fund Class A
3073,Jpmorgan Equity Income Fund Class R5
3074,Ctivp - Mfs Value Fund Class 1
3075,Clearbridge All Cap Value Fund Class A
3076,First Investors Growth And Income Fund Class A
3077,Columbia Dividend Opportunity Fund Class A
3078,Jpmorgan Equity Income Fund Class C
3079,American Beacon Bridgeway Large Cap Value Fund Y Class
3080,Diamond Hill Large Cap Fund Class Y
3081,Federated Strategic Value Dividend Fund Class A Shares
3082,Vanguard U.s. Value Fund Investor Shares
3083,John Hancock Classic Value Fund Class I
3084,Blackrock Equity Dividend Fund Investor C Shares
3085,Lord Abbett Fundamental Equity Fund Class A
3086,Putnam Equity Income Fund Class R6
3087,American Funds American Mutual Fund Class F-1
3088,Cullen High Dividend Equity Fund Class Institutional
3089,Ab Relative Value Fund Class A
3090,American Beacon Bridgeway Large Cap Value Fund Institutional Class
3091,Sei Institutional Investments Trust U.s. Managed Volatility Fund Class A
3092,Transamerica Wmc Us Growth Ii Vp Initial Class
3093,Invesco Diversified Dividend Fund R5 Class
3094,Aig Focused Dividend Strategy Fund Class W
3095,Sunamerica Series Trust Sa Mfs Blue Chip Growth Class 2
3096,Ab Growth Fund Class R
3097,Natixis Asg Tactical U.s. Market Fund Class C
3098,American Century Select Fund R Class
3099,Eaton Vance Growth Fund Class R
3100,American Century Select Fund R6 Class
3101,Ab Growth Fund Class K
3102,Dws Large Cap Focus Growth Fund - Class Inst
3103,Ab Concentrated Growth Fund Class Z
3104,Putnam Growth Opportunities Fund Class R5
3105,Columbia Disciplined Growth Fund Class R
3106,Carillon Clarivest Capital Appreciation Fund Class R3
3107,Saratoga Large Capitalization Growth Portfolio Fund Class A
3108,Ab Core Opportunities Fund Class B
3109,Ab Concentrated Growth Fund Class K
3110,Comerica Largecap Growth C
3111,Meritage Growth Equity Fund Investor Shares
3112,Pnc Multi-factor Large Cap Growth Fund Class C
3113,Sterling Capital Special Opportunities Fund Class R
3114,Bny Mellon Large Cap Equity Fund Class C
3115,Ab Concentrated Growth Fund Class I
3116,Blackrock Large Cap Focus Growth Fund Service Shares
3117,Ab Concentrated Growth Fund Class R
3118,Delaware Growth Equity Fund Class R6
3119,"Morgan Stanley Institutional Fund, Inc. Advantage Portfolio Class L"
3120,Usaa Aggressive Growth Fund Institutional Shares
3121,Columbia Disciplined Growth Fund Institutional 2 Class
3122,Massmutual Select Fundamental Growth Fund Service Class
3123,Invesco Oppenheimer Capital Appreciation Fund Class R6
3124,Ab Growth Fund Class B
3125,Ab Core Opportunities Fund Class I
3126,Amg Renaissance Large Cap Growth Fund Class I
3127,Bny Mellon Focused Equity Opportunities Fund Investor Shares
3128,Multi-manager Growth Strategies Fund Class A
3129,Carillon Clarivest Capital Appreciation Fund Class R5
3130,Ab Core Opportunities Fund Class R
3131,Multi-select Securities Puerto Rico Fund - Large Cap Growth Portfolio I A
3132,Eq/capital Guardian Research Portfolio Class K
3133,Profunds Nasdaq-100 Fund Service Class
3134,American Century Select Fund C Class
3135,Jackson Square Select 20 Growth Fund Is Class
3136,American Century Vp Growth Fund Class Ii
3137,Dws Large Cap Focus Growth Fund - Class C
3138,Dws Capital Growth Fund - Class R
3139,Bny Mellon Large Cap Equity Fund Class A
3140,Ab Core Opportunities Fund Class K
3141,Dws Capital Growth Vip - Class B
3142,Fidelity Series Large Cap Value Index Fund
3143,American Century Vp Growth Fund Class I
3144,Dodge & Cox Stock Fund
3145,Mfs Value Fund Class A
3146,Federated Strategic Value Dividend Fund Institutional Shares
3147,T. Rowe Price Value Fund I Class
3148,Principal Equity Income Fund Institutional Class
3149,Invesco Comstock Fund Class A
3150,Tiaa-cref Large-cap Value Index Fund Institutional Class
3151,Lord Abbett Affiliated Fund Class A
3152,Vanguard Equity-income Fund Investor Shares
3153,American Funds Insurance Series Blue Chip Income And Growth Fund Class 1
3154,Invesco Diversified Dividend Fund Class R6
3155,Fidelity Equity-income Fund
3156,Dfa Tax-managed U.s. Marketwide Value Portfolio
3157,Schwab Fundamental Us Large Company Index Fund
3158,Invesco Diversified Dividend Fund Class A
3159,American Century Equity Income Fund I Class
3160,American Century Equity Income Fund Investor Class
3161,John Hancock Funds Disciplined Value Fund Class R6
3162,Fidelity Equity Dividend Income Fund
3163,Blackrock Equity Dividend Fund Investor A Shares
3164,Vanguard Windsor™ Fund Investor Share
3165,T. Rowe Price Equity Income Fund I Class
3166,Columbia Dividend Income Fund Institutional Class
3167,Wellington Cif Ii Large Cap Research S1
3168,John Hancock Funds Disciplined Value Fund Class I
3169,Fidelity Series Value Discovery Fund
3170,Vanguard Windsor™ Ii Fund Admiral™ Shares
3171,Vanguard Equity-income Fund Admiral Shares
3172,American Funds American Mutual Fund Class A
3173,Dfa U.s. Large Cap Value Portfolio Institutional Class
3174,Mfs Value Fund Class I
3175,Vanguard Value Index Fund Admiral Shares
3176,T. Rowe Price Value Fund
3177,American Funds American Mutual Fund Class R-6
3178,T. Rowe Price Equity Income Fund
3179,Mfs Value Fund Class R6
3180,Vanguard Windsor™ Fund Admiral™ Shares
3181,Vanguard Value Index Fund Institutional Shares
3182,Jpmorgan Equity Income Fund Class R6
3183,Delaware Value Fund Institutional Class
3184,Fidelity Series Stock Selector Large Cap Value Fund
3185,Blackrock Equity Dividend Fund Institutional Shares
3186,Strategic Advisers Value Fund
3187,Jpmorgan Equity Income Fund Class I
3188,Bridge Builder Large Cap Value Fund
3189,Putnam Equity Income Fund Class A
3190,Amg Yacktman Fund Class I
3191,American Funds American Mutual Fund Class F-2
3192,Putnam Ohio Tax Exempt Income Fund Class A
3193,William Blair Small-mid Cap Value Fund Class I
3194,Vanguard Pennsylvania Long-term Tax-exempt Fund Admiral Shares
3195,Riverfront Asset Allocation Growth & Income Class C
3196,Mfs Global Total Return Fund Class R3
3197,Voya Global Perspectives Fund Class W
3198,Invesco Balanced-risk Allocation Fund Class R
3199,Calamos Global Growth & Income Fund Class C
3200,Anchor Series Trust Sa Wellington Strategic Multi-asset Portfolio Class 1 Shares
3201,Sei Asset Allocation Trust Aggressive Strategy Fund Class D
3202,Victory Strategic Allocation Fund Class A
3203,Jnl/blackrock Global Allocation Fund Class I
3204,Nvit Dfa Capital Appreciation Fund Class Ii
3205,T. Rowe Price Global Allocation Fund Advisor Class
3206,Mfs Global Total Return Fund Class R2
3207,Voya Global Multi-asset Fund Class I
3208,Sei Vp Market Growth Strategy Fund Class Iii
3209,Riverfront Asset Allocation Growth & Income Class Investor
3210,Sei Asset Allocation Trust Aggressive Strategy Fund Class I
3211,Aberdeen Dynamic Allocation Fund Class A
3212,Dws Global Income Builder Fund - Class Inst
3213,Voya Global Perspectives Portfolio Class I
3214,Mfs Global Total Return Fund Class R4
3215,Voya Global Perspectives Fund Class A
3216,Voya Global Perspectives Fund Class R
3217,Mainstay Income Builder Fund Class B
3218,Goldman Sachs Growth Strategy Portfolio Class C
3219,American Funds Global Balanced Fund Class 529-c
3220,Pimco Dividend And Income Fund Class C
3221,Federated Global Allocation Fund Class C Shares
3222,Thornburg Investment Income Builder Fund Class R5
3223,Eaton Vance Global Income Builder Fund Class C
3224,Ubs Global Allocation Fund Class P
3225,Principal Diversified Real Asset Fund Class A
3226,Appleseed Fund Investor Share
3227,Riverfront Asset Allocation Growth & Income Class I
3228,Global Core Asset Allocation Fund Class C
3229,Leuthold Global Fund Class Institutional
3230,Mfs Variable Insurance Trust Ii Global Tactical Allocation Portfolio Initial Class
3231,Invesco Balanced-risk Allocation Fund R5 Class
3232,Goldman Sachs Satellite Strategies Portfolio Class A
3233,Templeton Global Balanced Fund Class C1
3234,Global Core Asset Allocation Fund Class I-2
3235,Invesco V.i. Balanced-risk Allocation Fund Series I
3236,Ivy Asset Strategy Fund Class B
3237,Invesco Oppenheimer Global Allocation Fund Class R6
3238,Aig Income Explorer Fund Class A
3239,Voya Global Diversified Payment Fund Class W
3240,Goldman Sachs Growth Strategy Portfolio Investor Class
3241,Goldman Sachs Growth Strategy Portfolio Class R
3242,Victory Strategic Allocation Fund Class I
3243,Jpmorgan Global Allocation Fund Class R2
3244,Old Westbury Small & Mid Cap Strategies Fund
3245,American Funds Smallcap World Fund Class F-2
3246,Vanguard Global Minimum Volatility Fund Admiral Shares
3247,Invesco Oppenheimer Global Opportunities Fund Class A
3248,Invesco Oppenheimer Global Opportunities Fund Class Y
3249,American Funds Smallcap World Fund Class 529-a
3250,Invesco Oppenheimer Global Opportunities Fund Class R6
3251,Templeton Global Smaller Companies Fund Class A
3252,American Funds Smallcap World Fund Class R-4
3253,American Funds Smallcap World Fund Class R-3
3254,American Funds Smallcap World Fund Class F-1
3255,American Funds Smallcap World Fund Class C
3256,Vanguard Global Minimum Volatility Fund Investor Shares
3257,American Funds Smallcap World Fund Class R-2
3258,Grandeur Peak Global Opportunities Fund Institutional Class
3259,Evermore Global Value Fund Institutional Class
3260,Invesco Oppenheimer Global Opportunities Fund Class C
3261,Wellington Cif Ii Global Perspectives
3262,Invesco Global Small & Mid Cap Growth Fund Class A
3263,American Funds Smallcap World Fund Class R-5
3264,Grandeur Peak Global Reach Fund Institutional Class
3265,American Funds Smallcap World Fund Class R-6
3266,Touchstone Dynamic Global Allocation Fund A
3267,American Funds Smallcap World Fund Class A
3268,Voya Global Perspectives Portfolio Class S
3269,Sei Vp Market Growth Strategy Fund Class Ii
3270,Touchstone Dynamic Global Allocation Fund Y
3271,Aig Income Explorer Fund Class W
3272,Catalyst/map Global Balanced Fund Class A
3273,Columbia Global Opportunities Fund Institutional 2 Class
3274,Franklin Mutual Quest Fund Class R
3275,Aig Income Explorer Fund Class C
3276,Voya Global Perspectives Fund Class I
3277,Sei Vp Market Plus Strategy Fund Class Iii
3278,Victory Strategic Allocation Fund Class C
3279,Goldman Sachs Growth Strategy Portfolio Service Class
3280,Voya Global Multi-asset Fund Class O
3281,Victory Strategic Allocation Fund Class R
3282,Pimco Balanced Allocation Portfolio Advisor Class
3283,Nvit Dfa Capital Appreciation Fund Class P
3284,Sei Vp Market Plus Strategy Fund Class Ii
3285,Aberdeen Dynamic Allocation Fund Institutional Class
3286,Eaton Vance Global Income Builder Fund Class R
3287,Voya Global Diversified Payment Fund Class R
3288,Voya Global Multi-asset Fund Class W
3289,Gmo Risk Premium Fund Class Iii
3290,Aberdeen Dynamic Allocation Fund Class Institutional Service
3291,Invesco Oppenheimer Global Allocation Fund Class Y
3292,American Funds Capital Income Builder Class 529-e
3293,Calamos Global Growth & Income Fund Class A
3294,American Funds Capital Income Builder Class 529-c
3295,Wells Fargo Absolute Return Fund - Class A
3296,Gmo Risk Premium Fund Class Vi
3297,Gmo Benchmark-free Allocation Series Fund Class R6
3298,Pioneer Solutions - Balanced Fund Class A
3299,Wells Fargo Absolute Return Fund - Class C
3300,Ivy Apollo Multi-asset Income Fund Class I
3301,American Funds Capital Income Builder Class R-5
3302,Goldman Sachs Growth Strategy Portfolio Class A
3303,Wilmington Real Asset Fund Class Institutional
3304,Valic Company I Global Strategy Fund
3305,Brighthouse Funds Trust I Loomis Sayles Global Markets Portfolio Class B
3306,First Eagle Global Income Builder Fund Class C
3307,Templeton Global Balanced Fund Class A1
3308,American Funds Global Balanced Fund Class 529-a
3309,Invesco Balanced-risk Allocation Fund Class R6
3310,Allianzgi Global Allocation Fund Class R6
3311,Mfs Global Total Return Fund Class R6
3312,Mfs Global Total Return Fund Class C
3313,Goldman Sachs Satellite Strategies Portfolio Institutional Class
3314,Nuveen Real Asset Income Fund Class C
3315,First Eagle Global Income Builder Fund Class A
3316,Nuveen Real Asset Income Fund Class A
3317,Lazard Retirement Global Dynamic Multi-asset Portfolio Service Shares
3318,Ivy Wilshire Global Allocation Fund Class I
3319,Ab All Market Real Return Portfolio Class 1
3320,Mainstay Income Builder Fund Class A
3321,American Funds Capital Income Builder Class R-4
3322,American Funds Global Balanced Fund Class C
3323,Ivy Asset Strategy Fund Class C
3324,Mfs Global Total Return Fund Class I
3325,Mfs Variable Insurance Trust Ii Global Tactical Allocation Portfolio Service Class
3326,Massmutual Select Blackrock Global Allocation Fund Class I
3327,Dws Global Income Builder Fund - Class A
3328,Invesco Balanced-risk Allocation Fund Class C
3329,Jpmorgan Global Allocation Fund Class C
3330,Wilshire Vit Global Allocation Fund
3331,Columbia Global Opportunities Fund Class A
3332,Templeton Global Balanced Fund Class A
3333,Loomis Sayles Global Allocation Fund Class C
3334,Mainstay Income Builder Fund Class I
3335,American Funds Capital Income Builder Class R-2
3336,Loomis Sayles Global Allocation Fund Class A
3337,Jpmorgan Global Allocation Fund Class A
3338,Transamerica Blackrock Global Allocation Vp Initial Class
3339,Iva Worldwide Fund Class C
3340,Mainstay Vp Income Builder Portfolio Service Class
3341,Invesco Oppenheimer Global Opportunities Fund Class R
3342,Pinebridge Dynamic Asset Allocation Fund Institutional Shares
3343,Goldman Sachs Growth Strategy Portfolio Institutional Class
3344,Pimco Dividend And Income Fund Class A
3345,Ivy Apollo Multi-asset Income Fund Class A
3346,Voya Global Diversified Payment Fund Class C
3347,Voya Global Multi-asset Fund Class A
3348,American Funds Capital Income Builder Class 529-f
3349,Franklin Mutual Quest Fund Class R6
3350,Eaton Vance Global Income Builder Fund Class I
3351,Voya Global Diversified Payment Fund Class I
3352,Cohen & Steers Real Assets Fund Inc Class I
3353,Global Core Asset Allocation Fund Class A
3354,Federated Global Allocation Fund Institutional Shares
3355,Hartford Global Real Asset Fund Class Y
3356,Voya Global Perspectives Portfolio Class A
3357,Invesco Oppenheimer Global Allocation Fund Class C
3358,Appleseed Fund Institutional Share
3359,Pimco Balanced Allocation Portfolio Administrative Class
3360,Northern Global Tactical Asset Allocation Fund
3361,Wells Fargo Absolute Return Fund - Class Admin
3362,American Funds Insurance Series Global Balanced Fund Class 4
3363,Mainstay Income Builder Fund Investor Class
3364,American Funds Capital Income Builder Class R-1
3365,Franklin Mutual Quest Fund Class C
3366,Janus Henderson Global Allocation Fund - Growth Class D
3367,Dws Global Income Builder Vip - Class A
3368,Kl Allocation Fund Institutional Class
3369,Ubs Global Allocation Fund Class A
3370,American Funds Insurance Series Global Balanced Fund Class 2
3371,Morgan Stanley Institutional Fund Trust Global Strategist Portfolio Class A
3372,Janus Henderson Global Allocation Fund - Moderate Class D
3373,Mainstay Income Builder Fund Class C
3374,Mainstay Vp Income Builder Portfolio Initial Class
3375,Dws Global Income Builder Fund - Class S
3376,Federated Global Allocation Fund Class A Shares
3377,Blackrock Global Allocation Portfolio
3378,Global Core Asset Allocation Fund Institutional Class
3379,Templeton Global Balanced Fund Class Advisor
3380,American Funds Global Balanced Fund Class F-1
3381,Voya Global Diversified Payment Fund Class A
3382,Sei Asset Allocation Trust Aggressive Strategy Fund Class F
3383,Janus Henderson Global Allocation Fund - Conservative Class D
3384,Gmo Global Asset Allocation Series Fund Class R6
3385,Brighthouse Funds Trust I Loomis Sayles Global Markets Portfolio Class A
3386,Ivy Asset Strategy Fund Class Y
3387,Templeton Global Balanced Fund Class C
3388,Dfa Va Global Moderate Allocation Portfolio Institutional Class
3389,American Funds Insurance Series Global Balanced Fund Class 1
3390,Eaton Vance Global Income Builder Fund Class A
3391,New Alternatives Fund Class A
3392,American Funds Smallcap World Fund Class 529-c
3393,American Funds Smallcap World Fund Class 529-f
3394,American Funds New Perspective Fund Class R-2
3395,Janus Henderson Vit Global Research Portfolio Institutional Class
3396,Cornerstone Advisors Global Public Equity Fund Institutional Shares
3397,Bny Mellon Worldwide Growth Fund Class A
3398,Janus Henderson Global Select Fund Class T
3399,Ivy Global Growth Fund Class A
3400,Blackrock Global Dividend Portfolio Investor A Shares
3401,John Hancock Funds Fundamental Global Franchise Fund Class Nav
3402,Ivy Global Growth Fund Class I
3403,American Century Global Growth Fund Investor Class
3404,"Tweedy, Browne Value Fund"
3405,Touchstone Global Esg Equity Fund - Class A
3406,Polaris Global Value Fund
3407,American Funds Global Growth Portfolio Class F-2
3408,Hartford Global Growth Hls Fund Class Ia
3409,Pmc Diversified Equity Fund
3410,Gmo Global Developed Equity Allocation Fund Class Iii
3411,American Funds Capital World Growth And Income Fund Class 529-c
3412,Mfam Global Opportunities Fund Investor Shares
3413,Advisorone Cls Global Diversified Equity Fund Class N
3414,Bny Mellon Global Stock Fund - Class Y
3415,Eaton Vance Richard Bernstein Equity Strategy Fund Class I
3416,Mml Series Investment Fund Global Class I
3417,Voya Global Equity Portfolio Class S
3418,Columbia Global Strategic Equity Fund Class A
3419,Mfs Global Equity Fund Class A
3420,American Funds Capital World Growth And Income Fund Class R-2
3421,Russell Investments Global Equity Fund Class S
3422,Boston Partners Global Equity Institutional Class
3423,Davis Global Fund Class Y
3424,Harding Loevner Global Equity Portfolio Institutional Class
3425,Russell Investments Global Equity Fund Class Y
3426,Invesco Global Core Equity Fund Class A
3427,Pax Global Environmental Markets Fund Institutional Class
3428,Ab Tax-managed Wealth Appreciation Strategy Advisor Class
3429,John Hancock Funds Global Equity Fund Class Nav
3430,Artisan Global Opportunities Fund Advisor Class
3431,Artisan Global Value Fund Advisor Class
3432,Aon Hewitt Global Equity Cl I
3433,Third Avenue Value Fund Institutional Class
3434,Columbia Global Equity Value Fund Class A
3435,Ab Sustainable Global Thematic Fund Class A
3436,American Funds Insurance Series Global Growth And Income Fund Class 1
3437,Artisan Global Value Fund Investor Class
